Constituency  : 28 . RAMSANEHIGHAT (SC),"",""
1 . BAIJ NATH KUREEL,M INC 103705,58.04%
2 . BABOO LAL KUSUMESH,M NCO 63876,35.75%
3 . ANAND PRAKASH,M BKD 11103,6.21%
ELECTORS : 521620 VOTERS  : 184524,POLL PERCENTAGE  : 35.38%  VALID VOTES ,: 178684
Constituency  : 29 . BARA BANKI,"",""
1 . KUNWAR RUDRA PRATAP SINGH,M INC 152477,59.11%
2 . RAM SEVAK YADAV,M SSP 94132,36.49%
3 . PARVATI,M IND 7591,2.94%
4 . ABDUL RAHMAN,M IND 3776,1.46%
ELECTORS : 568434 VOTERS  : 265580,POLL PERCENTAGE  : 46.72%  VALID VOTES ,: 257976
Constituency  : 30 . KAISARGANJ,"",""
1 . SHAKUNTALA NAYAR,M BJS 88980,48.18%
rptDetailedResults - 71 of  95,178,""


Utta,r Pradesh,""
2 . BASANT KUNWARI,M INC 86382,46.77%
3 . DHOOM SINGH,M BKD 6338,3.43%
4 . M. S. S. ABBASI,M SSP 2998,1.62%
ELECTORS : 515726 VOTERS  : 190431,POLL PERCENTAGE  : 36.92%  VALID VOTES ,: 184698
Constituency  : 31 . BAHRAICH,"",""
1 . BADLU RAM,M INC 94666,55.47%
2 . OM PRAKASH TYAGI,M BJS 69171,40.53%
3 . SURAJ LAL,M BKD 6815,3.99%
ELECTORS : 520211 VOTERS  : 176313,POLL PERCENTAGE  : 33.89%  VALID VOTES ,: 170652
Constituency  : 32 . BALRAMPUR,"",""
1 . CHANDRA BHAL MANI TEWARI,M INC 118820,49.58%
2 . PRATAP NARAIN TEWARI,M BJS 113115,47.19%
3 . RAMESH CHAND,M IND 7741,3.23%
ELECTORS : 568985 VOTERS  : 249265,POLL PERCENTAGE  : 43.81%  VALID VOTES ,: 239676
Constituency  : 33 . GONDA,"",""
1 . ANAND SINGH,M NCO 100180,47.99%
2 . DEVENDRA PRATAP SINGH,M INC 99549,47.69%
3 . RADHEY SHYAM,M IND 6877,3.29%
4 . RAM NARAIN MISRA,M BKD 2129,1.02%
ELECTORS : 491813 VOTERS  : 215971,POLL PERCENTAGE  : 43.91%  VALID VOTES ,: 208735
Constituency  : 34 . BASTI (SC),"",""
1 . ANANT PRASAD DHUSIA,M INC 105848,58.41%
2 . SHEO NARAIN,M NCO 33739,18.62%
3 . SUKDEO PRASAD,M PSP 15424,8.51%
4 . DUKHI RAM RAHI,M IND 14255,7.87%
5 . GIRDHARI,M BKD 11962,6.60%
ELECTORS : 514908 VOTERS  : 187741,POLL PERCENTAGE  : 36.46%  VALID VOTES ,: 181228
Constituency  : 35 . DOMARIAGANJ,"",""
1 . KESHAV DEV MALVIYA,M INC 143967,52.37%
2 . PANDIT NARAIN SWARUP SHARMA,M BJS 80384,29.24%
3 . RAM PIAREY,M IND 24669,8.97%
4 . BRIJ BHUSHAN,M SSP 14114,5.13%
5 . BHANU PRATAP SINGH,M IND 11760,4.28%
ELECTORS : 550897 VOTERS  : 286485,POLL PERCENTAGE  : 52.00%  VALID VOTES ,: 274894
Constituency  : 36 . KHALILABAD,"",""
1 . KRISHNA CHANDRA PANDEY,M INC 134721,50.69%
2 . RANJEET SINGH,M BJS 89912,33.83%
3 . SHYAM LAL,M IND 16610,6.25%
4 . JAGDISH PRASAD,M BKD 14904,5.61%
5 . TRIYUGI PANDEY,M IND 9652,3.63%
rptDetailedResults - 72 of  95,179,""


Utta,r Pradesh,""
ELECTORS : 545491 VOTERS  : 275929,POLL PERCENTAGE  : 50.58%  VALID VOTES ,: 265799
Constituency  : 37 . BANSGAON (SC),"",""
1 . RAM SURAT,M INC 117860,69.04%
2 . MOLHU,M SSP 27836,16.31%
3 . FIRANGI,M BKD 17223,10.09%
4 . RAM PAT,M IND 7782,4.56%
ELECTORS : 538583 VOTERS  : 176733,POLL PERCENTAGE  : 32.81%  VALID VOTES ,: 170701
Constituency  : 38 . GORAKHPUR,"",""
1 . NARSINGH NARIAN,M INC 136843,53.22%
2 . AVEDH NATH,M IND 99265,38.61%
3 . PALTON,M IND 7373,2.87%
4 . ASHRAF,M IND 5580,2.17%
5 . DAYA SHANKER,M BKD 5100,1.98%
6 . ACCHAIBAR SINGH,M NCO 2958,1.15%
ELECTORS : 493030 VOTERS  : 261439,POLL PERCENTAGE  : 53.03%  VALID VOTES ,: 257119
Constituency  : 39 . MAHARAJGANJ,"",""
1 . SIBBAN LAL SAXENA,M IND 93252,48.95%
2 . MAHADEO PRASAD,M INC 53834,28.26%
3 . RAGHURAJ SINGH,M BJS 23831,12.51%
4 . RAMA SHANKER,M IND 6606,3.47%
5 . PARIPURNA NAND,M BKD 5633,2.96%
6 . SAHBAN,M PSP 4974,2.61%
7 . SUNDER,M IND 2391,1.25%
ELECTORS : 493201 VOTERS  : 197531,POLL PERCENTAGE  : 40.05%  VALID VOTES ,: 190521
Constituency  : 40 . PADRAUNA,"",""
1 . GENDA SINGH,M INC 172153,76.40%
2 . KUNWAR CHANDRA PRATAPNARAIN SIN,GH M BKD 22271,9.88%
3 . KASHINATH PANDEY,M NCO 20352,9.03%
4 . RAMJEET,M IND 5673,2.52%
5 . RAM GOPAL KEDIA,M IND 4875,2.16%
ELECTORS : 551566 VOTERS  : 231946,POLL PERCENTAGE  : 42.05%  VALID VOTES ,: 225324
Constituency  : 41 . DEORIA,"",""
1 . BISHWANATH ROY,M INC 134256,63.93%
2 . MAHENDRA SINGH YADAV,M SSP 27220,12.96%
3 . CHANDRA BALI SINGH,M SOC 13795,6.57%
4 . RAMJI VERMA,M NCO 13000,6.19%
5 . RAM AUADH,M IND 8245,3.93%
6 . BANDHU PRASAD,M IND 6634,3.16%
7 . RAMA SHANKER SINGH,M IND 3690,1.76%
8 . ISHWAR CHAND MISHRA,M BKD 3166,1.51%
ELECTORS : 566332 VOTERS  : 214463,POLL PERCENTAGE  : 37.87%  VALID VOTES ,: 210006
rptDetailedResults - 73 of  95,180,""


Utta,r Pradesh,""
Constituency  : 42 . SALEMPUR,"",""
1 . TARKESHWAR PANDAY,M INC 168109,62.83%
2 . UGRASEN,M SSP 65308,24.41%
3 . RAMJI BHAI,M BKD 31287,11.69%
4 . A. S. NARAINE BASHARIA,M IND 2837,1.06%
ELECTORS : 599035 VOTERS  : 273766,POLL PERCENTAGE  : 45.70%  VALID VOTES ,: 267541
Constituency  : 43 . BALLIA,"",""
1 . CHANDRIKA PRASAD,M INC 167724,64.81%
2 . SHEODUTT,M NCO 50207,19.40%
3 . SHAMBHU NATH,M BKD 22323,8.63%
4 . RAM VICHAR,M PSP 6111,2.36%
5 . RAM SARIKHA,M IND 5616,2.17%
6 . ABHAI NARAIN RAM,M IND 3771,1.46%
7 . INDRADEO,M IND 3029,1.17%
ELECTORS : 576082 VOTERS  : 263023,POLL PERCENTAGE  : 45.66%  VALID VOTES ,: 258781
Constituency  : 44 . GHOSI,"",""
1 . JHARKHANDE,M CPI 143644,54.95%
2 . SHYAM SUNDAR MISRA,M NCO 58689,22.45%
3 . UMRAO,M BKD 46495,17.79%
4 . RAJENDRA PRASAD HALL,M IND 12562,4.81%
ELECTORS : 567904 VOTERS  : 266488,POLL PERCENTAGE  : 46.92%  VALID VOTES ,: 261390
Constituency  : 45 . AZAMGARH,"",""
1 . CHANDRAJEET,M INC 117719,47.41%
2 . VISHRAM,M SSP 61050,24.59%
3 . GIRIJA KUMAR,M BKD 40736,16.41%
4 . DAYARAM BHASKAR,M IND 14016,5.65%
5 . TRIBHUWAN,M IND 5482,2.21%
6 . SHAFAT,M IND 5292,2.13%
7 . KEDAR NATH PANDEY,M IND 2239,0.90%
8 . SALIK RAM SHUCKLA,M IND 1753,0.71%
ELECTORS : 557014 VOTERS  : 253775,POLL PERCENTAGE  : 45.56%  VALID VOTES ,: 248287
Constituency  : 46 . LALGANJ (SC),"",""
1 . RAM DHAN,M INC 135917,62.66%
2 . SHIVPRASAD,M BJS 46271,21.33%
3 . JANGBAHADUR,M BKD 34728,16.01%
ELECTORS : 559069 VOTERS  : 222655,POLL PERCENTAGE  : 39.83%  VALID VOTES ,: 216916
Constituency  : 47 . MACHHLISHAHR,"",""
1 . NAGESHWAR DWIVEDI,M INC 105379,46.30%
2 . RAM DAS,M BKD 48925,21.50%
3 . RAM RAJ,M NCO 27552,12.11%
4 . RAM DEO,M SSP 18083,7.94%
rptDetailedResults - 74 of  95,181,""


Utta,r Pradesh,""
5 . LAXMI NARAIN,M IND 16765,7.37%
6 . ABHAI PRATAP SINGH,M IND 7173,3.15%
7 . KEDAR NATH GWAL YADAV,M IND 3728,1.64%
ELECTORS : 552443 VOTERS  : 235472,POLL PERCENTAGE  : 42.62%  VALID VOTES ,: 227605
Constituency  : 48 . JAUNPUR,"",""
1 . RAJDEO SINGH,M INC 149009,55.91%
2 . MAHDI JAFRI,M BKD 45417,17.04%
3 . DAYA SHANKER,M BJS 27157,10.19%
4 . PRAKASH  MEHROTRA,M NCO 19556,7.34%
5 . MAHADEO,M IND 16090,6.04%
6 . RAM LAL SINGH YADAV,M IND 6314,2.37%
7 . HIRA LAL,M SWA 1558,0.58%
8 . GHANSHYAM NIGAM,M IND 1425,0.53%
ELECTORS : 544769 VOTERS  : 274070,POLL PERCENTAGE  : 50.31%  VALID VOTES ,: 266526
Constituency  : 49 . SAIDPUR (SC),"",""
1 . SHAMBHU NATH,M INC 136682,50.96%
2 . RAM YASH RAM,M BKD 65236,24.32%
3 . RAM SAGAR,M BJS 57957,21.61%
4 . RAMDHANI,M SSP 8356,3.12%
ELECTORS : 555700 VOTERS  : 275252,POLL PERCENTAGE  : 49.53%  VALID VOTES ,: 268231
Constituency  : 50 . GHAZIPUR,"",""
1 . SARJOO PANDEY,M CPI 135703,49.56%
2 . SHRI NARAIN SINGH,M NCO 70210,25.64%
3 . RAM SURAT RAI,M SOC 34688,12.67%
4 . SATYA NARAIN,M BKD 24293,8.87%
5 . KESHAV RAM,M IND 5471,2.00%
6 . BALESHWAR RAM KUREEL,M MUM 3463,1.26%
ELECTORS : 553089 VOTERS  : 281576,POLL PERCENTAGE  : 50.91%  VALID VOTES ,: 273828
Constituency  : 51 . CHANDAULI,"",""
1 . SUDHAKER PANDEY,M INC 110114,36.54%
2 . MOTI RAM SHASTRI,M BKD 95727,31.76%
3 . CHANDRA SHEKHER,M SSP 61633,20.45%
4 . KAMLA DEVI,M IND 12217,4.05%
5 . RAM NATH PRASAD BIND,M IND 11513,3.82%
6 . SHARDA,M IND 6274,2.08%
7 . MUNNI LAL,M IND 3895,1.29%
ELECTORS : 548251 VOTERS  : 310357,POLL PERCENTAGE  : 56.61%  VALID VOTES ,: 301373
Constituency  : 52 . VARANASI,"",""
1 . RAJA RAM SHASTRI,M INC 138789,46.97%
2 . KAMLA PRASAD SINGH,M BJS 52941,17.92%
3 . RUSTAM SATIN,M CPI 48892,16.54%
4 . LOK NATH,M BKD 26192,8.86%
rptDetailedResults - 75 of  95,182,""


Utta,r Pradesh,""
5 . SATYA NARAYAN SINGH,M CPM 6477,2.19%
6 . RAGHU NATH SINGH,M NCO 5826,1.97%
7 . PANNA LAL,M IND 3550,1.20%
8 . KEDAR,M IND 3405,1.15%
9 . NAGENDRA SINGH,M IND 3166,1.07%
10 . KRISHNA KANT SRIVASTAVA,M RPK 2140,0.72%
11 . KAMARUDDIN,M IND 1853,0.63%
12 . DAMODER SINGH,M IND 974,0.33%
13 . VIJAIKRISHNA,M IND 709,0.24%
14 . JAI NARAIN UPADHYA,M IND 598,0.20%
ELECTORS : 544236 VOTERS  : 301943,POLL PERCENTAGE  : 55.48%  VALID VOTES ,: 295512
Constituency  : 53 . ROBERTSGANJ (SC),"",""
1 . RAM SWAROOP,M INC 92724,47.63%
2 . SUBEDAR PRASAD,M BJS 58147,29.87%
3 . SHED DAS,M SSP 15573,8.00%
4 . BECHAN RAM,M BKD 14414,7.40%
5 . RAM PYARE PANIKA,M NCO 13798,7.09%
ELECTORS : 554094 VOTERS  : 200856,POLL PERCENTAGE  : 36.25%  VALID VOTES ,: 194656
Constituency  : 54 . MIRZAPUR,"",""
1 . AZIZ IMAM,M INC 122289,43.46%
2 . MURLIDHAR,M BJS 57815,20.55%
3 . RAM ADHAR,M BKD 35408,12.58%
4 . ASHWINI KUMAR,M SSP 19640,6.98%
5 . SRINARAIN PANDEY,M NCO 18761,6.67%
6 . DUDH NATH,M IND 9229,3.28%
7 . MOTI LAL,M IND 6928,2.46%
8 . PANDHARI,M IND 4498,1.60%
9 . JAGDAMBA PRASAD,M PSP 4347,1.55%
10 . ANANT RAM TYAGI,M IND 2443,0.87%
ELECTORS : 555429 VOTERS  : 289774,POLL PERCENTAGE  : 52.17%  VALID VOTES ,: 281358
Constituency  : 55 . PHULPUR,"",""
1 . VISHWA NATH PRATAP SINGH,M INC 123095,51.33%
2 . B. D. SINGH,M BKD 56315,23.48%
3 . JANESHWAR MISRA,M SSP 28760,11.99%
4 . DURGA PRASAD,M IND 10806,4.51%
5 . GANGA SINGH,M IND 5581,2.33%
6 . BADRI VISHAL,M IND 5400,2.25%
7 . LALTA PRASAD PATHIK,M RPA 2705,1.13%
8 . SALIK RAM,M IND 2288,0.95%
9 . DEEP NARAIN,M IND 1837,0.77%
10 . MUBARAK MAZDOOR,M IND 1804,0.75%
11 . INDU DEV,M IND 1239,0.52%
ELECTORS : 518385 VOTERS  : 247593,POLL PERCENTAGE  : 47.76%  VALID VOTES ,: 239830
rptDetailedResults - 76 of  95,183,""


Utta,r Pradesh,""
Constituency  : 56 . ALLAHABAD,"",""
1 . HEMWATE NADAN BAHUGUNA,M INC 142886,58.84%
2 . MANGLA PRASAD,M NCO 46998,19.35%
3 . PREM CHANDRA,M BKD 13152,5.42%
4 . BRAJ NARAIN (BRAJESH),M HMS 11742,4.84%
5 . CHANDRA MAN,M IND 7046,2.90%
6 . JAIPAL SINGH KASHYAP,M RPA 5750,2.37%
7 . BADI UDDIN,M IND 5450,2.24%
8 . INDU DEV,M IND 4575,1.88%
9 . SATYA NARAIN,M IND 2412,0.99%
10 . KRISHNA KUMAR,M IND 1832,0.75%
11 . RATAN SINGH RAIZADA,M IND 998,0.41%
ELECTORS : 537652 VOTERS  : 250213,POLL PERCENTAGE  : 46.54%  VALID VOTES ,: 242841
Constituency  : 57 . CHAIL (SC),"",""
1 . CHHOTE LAL,M INC 93661,60.18%
2 . HASURIA DIN,M NCO 50772,32.62%
3 . NATTHOO CHANDHARI,M CPI 7703,4.95%
4 . RAM KISHAN,M IND 3488,2.24%
ELECTORS : 532023 VOTERS  : 159692,POLL PERCENTAGE  : 30.02%  VALID VOTES ,: 155624
Constituency  : 58 . FATEHPUR,"",""
1 . SANT BUX SINGH,M INC 135445,57.60%
2 . BRAJ LAL VERMA,M NCO 80862,34.39%
3 . RAM SWARUP BAJPAI,M IND 10975,4.67%
4 . NARSINGH RAM GUPTA,M IND 6146,2.61%
5 . HABIB AHMAD,M MUM 1709,0.73%
ELECTORS : 558022 VOTERS  : 241128,POLL PERCENTAGE  : 43.21%  VALID VOTES ,: 235137
Constituency  : 59 . BANDA,"",""
1 . RAM RATAN SHARMA,M BJS 96770,44.00%
2 . DEO KUMAR,M CPI 89728,40.80%
3 . RAM SANEHI BHARTIYA,M IND 33412,15.19%
ELECTORS : 558639 VOTERS  : 228655,POLL PERCENTAGE  : 40.93%  VALID VOTES ,: 219910
Constituency  : 60 . HAMIRPUR,"",""
1 . SWAMI BRAHMANAND JI,M INC 139704,52.01%
2 . TEJ PRATAP SINGH,M BKD 84044,31.29%
3 . SURENDRA DUTT BAJPAI,M NCO 24849,9.25%
4 . BASANT SINGH,M IND 9179,3.42%
5 . RAM SAHAI GOSWAMI,M IND 7029,2.62%
6 . BABU LAL AGARWAL,M IND 3823,1.42%
ELECTORS : 514662 VOTERS  : 279854,POLL PERCENTAGE  : 54.38%  VALID VOTES ,: 268628
Constituency  : 61 . JHANSI,"",""
1 . GOVIND DASS RICHHARIA,M INC 143137,53.56%
rptDetailedResults - 77 of  95,184,""


Utta,r Pradesh,""
2 . SUSHILA NAYAR,M NCO 68566,25.66%
3 . VISHWA NATH SHARMA,M BKD 37856,14.16%
4 . J. C. MEHRA ALIAS CHUNNU MEHRA,M IND 17699,6.62%
ELECTORS : 536539 VOTERS  : 277973,POLL PERCENTAGE  : 51.81%  VALID VOTES ,: 267258
Constituency  : 62 . JALAUN (SC),"",""
1 . CHOWDHARY RAM SEWAK,M INC 147731,50.26%
2 . KUNJI LAL AHIRWAR,M BJS 121843,41.45%
3 . PHUNDI LAL,M IND 17179,5.84%
4 . BAL KRISHNA,M RRP 4452,1.51%
5 . LAXMAN PRASAD,M IND 2745,0.93%
ELECTORS : 530682 VOTERS  : 302530,POLL PERCENTAGE  : 57.01%  VALID VOTES ,: 293950
Constituency  : 63 . GHATAMPUR (SC),"",""
1 . TULA RAM,M INC 122302,55.63%
2 . MADARI LAL,M SSP 40400,18.37%
3 . KESHARI LAL,M BKD 39232,17.84%
4 . RAM PRAKASH,M IND 17933,8.16%
ELECTORS : 551028 VOTERS  : 224110,POLL PERCENTAGE  : 40.67%  VALID VOTES ,: 219867
Constituency  : 64 . BILHAUR,"",""
1 . SHUSHILA ROHATGI,M INC 154613,56.96%
2 . BHAGWAT PRASAD,M NCO 52978,19.52%
3 . BALWAN SINGH,M BKD 45325,16.70%
4 . RAJ KUMAR,M IND 7273,2.68%
5 . NAIM,M IND 4530,1.67%
6 . RAM SHANKER AHERWAR,M PSP 3336,1.23%
7 . MANGAL DAS,M IND 2718,1.00%
8 . ISHTIAQ ALI,M IND 671,0.25%
ELECTORS : 539963 VOTERS  : 276893,POLL PERCENTAGE  : 51.28%  VALID VOTES ,: 271444
Constituency  : 65 . KANPUR,"",""
1 . S. M. BANERJEE,M IND 148845,60.93%
2 . BABU RAM SHUKLA,M BJS 59646,24.42%
3 . MOHAMMAD WASEEM,M IND 24776,10.14%
4 . SHEO VARMA,M CPM 3123,1.28%
5 . LAKHAN LAL,M IND 1334,0.55%
6 . SHAUKAT ALI,M MUM 1259,0.52%
7 . RAMA KANT AWASTHI,M BKD 1240,0.51%
8 . VICKY KAPOOR,M NCO 1184,0.48%
9 . RAM SWARUP,M IND 778,0.32%
10 . CHANDRA SHEKHAR,M IND 645,0.26%
11 . BHAGWATI PRASAD DIXIT,M IND 540,0.22%
12 . BAL ROOP SHARMA,M RSM 511,0.21%
13 . RAI SOM NARAIN SINHA,M IND 194,0.08%
14 . RAJENDRA SINGH,M IND 133,0.05%
rptDetailedResults - 78 of  95,185,""


Utta,r Pradesh,""
15 . IQBAL AHMAD KHURANA,M IND 81,0.03%
ELECTORS : 506045 VOTERS  : 247530,POLL PERCENTAGE  : 48.91%  VALID VOTES ,: 244289
Constituency  : 66 . ETAWAH,"",""
1 . SHREE SHANKAR TEWARI,M INC 129439,47.53%
2 . ARJUN SINGH,M SSP 70749,25.98%
3 . SAHDEO SINGH,M BKD 58719,21.56%
4 . RATI RAM,M IND 7207,2.65%
5 . KRIPA SHANKAR GOYAL,M IND 3670,1.35%
6 . BACHCHAN LAL DOHRE,M IND 2564,0.94%
ELECTORS : 505583 VOTERS  : 278229,POLL PERCENTAGE  : 55.03%  VALID VOTES ,: 272348
Constituency  : 67 . KANNAUJ,"",""
1 . S. N. MISRA,M INC 103988,40.91%
2 . RAM PRAKASH TRIPATHI,M BJS 60873,23.95%
3 . SUBEDAR SINGH,M NCO 46695,18.37%
4 . BHARAT SINGH RATHORE,M BKD 28724,11.30%
5 . RAM BHAROSE LAL KATIYAR,M IND 5003,1.97%
6 . SHIV NATH SINGH,M IND 3925,1.54%
7 . KAMTA SINGH,M SWA 1877,0.74%
8 . NARESH CHANDRA SRIVASTWA,M RRP 1564,0.62%
9 . KEDAR SINGH,M IND 1537,0.60%
ELECTORS : 568938 VOTERS  : 259651,POLL PERCENTAGE  : 45.64%  VALID VOTES ,: 254186
Constituency  : 68 . FARRUKHABAD,"",""
1 . AWADHESH CHANDRA SINGH,M INC 114077,39.84%
2 . RAJENDRA SINGH YADAV,M BKD 80196,28.01%
3 . DAYA RAM SHAKYA,M BJS 69242,24.18%
4 . MAN SINGH,M IND 10601,3.70%
5 . JAG MOHAN SINGH,M IND 5790,2.02%
6 . PAHUP SINGH,M PBI 4441,1.55%
7 . ANWAR BAKHT,M IND 1972,0.69%
ELECTORS : 549383 VOTERS  : 291901,POLL PERCENTAGE  : 53.13%  VALID VOTES ,: 286319
Constituency  : 69 . MAINPURI,"",""
1 . MAHARAJ SINGH,M INC 102981,49.98%
2 . BADSHAH GUPTA,M NCO 33618,16.31%
3 . VIRENDRA PATI,M BKD 29702,14.41%
4 . LALLU SINGH,M CPI 16985,8.24%
5 . HUKUM SINGH,M IND 9041,4.39%
6 . BHANWAR SINGH,M IND 8167,3.96%
7 . LAYAQ SINGH,M IND 2389,1.16%
8 . RAM SINGH,M IND 2109,1.02%
9 . JAIDEO SINGH,M IND 1069,0.52%
ELECTORS : 532460 VOTERS  : 209587,POLL PERCENTAGE  : 39.36%  VALID VOTES ,: 206061
Constituency  : 70 . KASGANJ,"",""
rptDetailedResults - 79 of  95,186,""


Utta,r Pradesh,""
1 . MAHA DEEPAK SINGH,M BJS 128288,45.29%
2 . MUSHIR AHMAD KHAN,M INC 112312,39.65%
3 . HIMAT SINGH,M BKD 27104,9.57%
4 . RAM SWARUP,M IND 7492,2.65%
5 . TAHSILDAR SINGH,M IND 4527,1.60%
6 . GULAM MUSTAFA KHAN,M IND 3507,1.24%
ELECTORS : 557818 VOTERS  : 288871,POLL PERCENTAGE  : 51.79%  VALID VOTES ,: 283230
Constituency  : 71 . ETAH,"",""
1 . ROHAN LAL,M INC 97037,33.59%
2 . MULTAN SINGH,M BKD 80478,27.86%
3 . GANGA PRASAD,M NCO 78965,27.33%
4 . TURAN,M IND 9910,3.43%
5 . PURSHOTTAM DEO,M IND 6688,2.31%
6 . JAI PRAKASH,M PBI 5676,1.96%
7 . MULU,M IND 5538,1.92%
8 . RAMJI LAL,M RPK 4612,1.60%
ELECTORS : 514110 VOTERS  : 295425,POLL PERCENTAGE  : 57.46%  VALID VOTES ,: 288904
Constituency  : 72 . FIROZABAD (SC),"",""
1 . CHHATRAPATI AMBESH,M INC 110797,67.74%
2 . SHIV CHARAN LAL,M BKD 20492,12.53%
3 . BHAGWAN DASS YADVENDU,M SSP 18922,11.57%
4 . RAJAN LAL,M FBL 4971,3.04%
5 . LEELA DHAR,M IND 3980,2.43%
6 . DEEP CHAND,M IND 2249,1.38%
7 . NAURANGI LAL PIPAL,M IND 2152,1.32%
ELECTORS : 535786 VOTERS  : 166702,POLL PERCENTAGE  : 31.11%  VALID VOTES ,: 163563
Constituency  : 73 . AGRA,"",""
1 . ACHAL SINGH,M INC 160242,59.07%
2 . BABU LAL SINGHAL,M BKD 47181,17.39%
3 . SHIV PRASAD,M NCO 46419,17.11%
4 . DEVPAL SINGH,M IND 10368,3.82%
5 . RAMJILAL BAROLIA,M IND 3565,1.31%
6 . HIRA LAL BHAGAT,M FBL 2151,0.79%
7 . RAM SWARUP SAGAR,M IND 1363,0.50%
ELECTORS : 527702 VOTERS  : 276006,POLL PERCENTAGE  : 52.30%  VALID VOTES ,: 271289
Constituency  : 74 . MATHURA,"",""
1 . CHAKLESHWAR SINGH,M INC 111864,40.13%
2 . DIGAMBER SINGH CHAUDHARI,M BKD 90425,32.44%
3 . VRIJENDRA KESHORAIYA,M NCO 42166,15.13%
4 . DRAGPAL SINGH,M IND 12585,4.52%
5 . GYANENDRA SWARUP,M IND 11257,4.04%
6 . BEDRAN,M IND 4030,1.45%
rptDetailedResults - 80 of  95,187,""


Utta,r Pradesh,""
7 . NAND LAL SHARMA,M IND 2672,0.96%
8 . GANGA PRASAD,M IND 2129,0.76%
9 . NANDAN SINGH,M IND 1593,0.57%
ELECTORS : 563279 VOTERS  : 284354,POLL PERCENTAGE  : 50.48%  VALID VOTES ,: 278721
Constituency  : 75 . HATHRAS (SC),"",""
1 . CHANDRA PAL SHAILANI,M INC 122182,51.89%
2 . KARAN SINGH VERMA,M BJS 60349,25.63%
3 . RAM PRASAD DESHMUKH,M BKD 48148,20.45%
4 . AIDAL SINGH,M IND 2717,1.15%
5 . RAM SINGH,M IND 2052,0.87%
ELECTORS : 548458 VOTERS  : 240087,POLL PERCENTAGE  : 43.77%  VALID VOTES ,: 235448
Constituency  : 76 . ALIGARH,"",""
1 . SHIVE KUMAR  SHASTRI,M BKD 160198,48.21%
2 . MOHD. YOUNUS SALEEM,M INC 124317,37.41%
3 . POORAN SINGH MALAN,M SSP 23637,7.11%
4 . SAHAB SINGH,M IND 10767,3.24%
5 . VEER PAL SINGH,M FBL 5465,1.64%
6 . JAGDISH GANDHI,M IND 4937,1.49%
7 . AMARNATH,M HMS 2996,0.90%
ELECTORS : 549807 VOTERS  : 337033,POLL PERCENTAGE  : 61.30%  VALID VOTES ,: 332317
Constituency  : 77 . KHURJA (SC),"",""
1 . HARI SINGH,M INC 134569,62.67%
2 . RAM CHARAN,M BKD 33654,15.67%
3 . KANHAIYA LAL BALMIKI,M NCO 31423,14.63%
4 . PADAM SINGH,M RPK 11746,5.47%
5 . MUKAT LAL,M VHP 3337,1.55%
ELECTORS : 566810 VOTERS  : 219661,POLL PERCENTAGE  : 38.75%  VALID VOTES ,: 214729
Constituency  : 78 . BULANDSHAHR,"",""
1 . SURENDRA PAL SINGH,M INC 118161,39.29%
2 . HIMMAT SINGH,M BJS 83906,27.90%
3 . HEM PAL SINGH,M BKD 54195,18.02%
4 . SANGH PRIYA GAUTAM,M RPK 17674,5.88%
5 . JAGDISH,M IND 10102,3.36%
6 . GUR BACHAN SINGH GAUR,M KMP 8244,2.74%
7 . RAJ PAL SINGH,M IND 4647,1.55%
8 . IKRAM ALI KHAN RANA,M IND 2877,0.96%
9 . SHANTI PRAKASH,M MUL 947,0.31%
ELECTORS : 547535 VOTERS  : 306452,POLL PERCENTAGE  : 55.97%  VALID VOTES ,: 300753
Constituency  : 79 . HAPUR,"",""
1 . B. P. MAURYA,M INC 229496,61.98%
2 . PRAKASHVIR SHASTRI,M BKD 120753,32.61%
3 . PRAKASH PANDIT,M IND 11468,3.10%
rptDetailedResults - 81 of  95,188,""


Utta,r Pradesh,""
4 . GANPAT,M IND 3711,1.00%
5 . TRILOK CHANDRA,M RPK 1840,0.50%
6 . TRIPAT ALI,M IND 1704,0.46%
7 . L. P. SHARMA,M IND 1319,0.36%
ELECTORS : 578138 VOTERS  : 376612,POLL PERCENTAGE  : 65.14%  VALID VOTES ,: 370291
Constituency  : 80 . MEERUT,"",""
1 . SHAH NAWAZ KHAN,M INC 180181,51.02%
2 . HARI KISHAN,M NCO 98382,27.86%
3 . SHIAMAL SINGH,M BKD 44770,12.68%
4 . BASIR AHMAD KHAN,M MUL 7962,2.25%
5 . HARI SINGH,M IND 6642,1.88%
6 . VIKRAM SINGH,M IND 4177,1.18%
7 . SATYA PRAKASH MANGLIK,M FBL 3149,0.89%
8 . SWAMI SHIVACHARYA,M IND 2792,0.79%
9 . JAGDISH,M IND 1823,0.52%
10 . GURU DAYAL,M SSP 1645,0.47%
11 . ANAND PRAKASH SHARMA,M IND 927,0.26%
12 . MUNSHI MANPHOOL SINGH,M RPK 734,0.21%
ELECTORS : 538341 VOTERS  : 359501,POLL PERCENTAGE  : 66.78%  VALID VOTES ,: 353184
Constituency  : 81 . BAGHPAT,"",""
1 . RAM CHANDRA VIKAL,M INC 170270,51.00%
2 . RAGHUVIR SINGH,M BKD 122660,36.74%
3 . OM PRAKASH,M NCO 16518,4.95%
4 . JAI PAL SINGH KASHYAP,M RPA 13973,4.19%
5 . NAIN SINGH,M IND 8664,2.60%
