Year,State,Constituency,Category,Total Electors,Total Voters,Poll Percentage,Total General Votes Secured,Total Postal Votes Secured,Total Votes Secured,Total General Valid Votes,Total Postal Valid Votes,Total Valid Votes,% of votes secured out of total electors,% of votes secured out of total votes polled
2009,Orissa, Puri,GEN,1322817,,, 909792 , 359 , 910151 ,,,, 9.83, 14.29
2009,Orissa, Bhubaneswar,GEN,1447002,,, 710954 , 87 , 711041 ,,,, 3.78, 7.69
2009,Orissa, Aska,GEN,1286194,,, 701846 , 34 , 701880 ,,,, 6.06, 11.11
2009,Orissa, Berhampur,GEN,1207552,,, 710611 , 312 , 710923 ,,,, 6.54, 11.11
2009,Orissa, Koraput,ST,1217768,,, 759562 , 57 , 759619 ,,,, 10.40, 16.67
2009,Punjab, Gurdaspur,GEN,1318967,,, 933303 , 67 , 933370 ,,,, 5.44, 7.69
2009,Punjab, Amritsar,GEN,1241099,,, 814408 , 71 , 814479 ,,,, 4.69, 7.14
2009,Punjab, Khadoor Sahib,GEN,1340145,,, 946558 , 85 , 946643 ,,,, 4.71, 6.67
2009,Punjab, Jalandhar,SC,1339842,,, 899370 , 294 , 899664 ,,,, 4.48, 6.67
2009,Punjab, Hoshiarpur,SC,1299234,,, 843126 , 82 , 843208 ,,,, 5.41, 8.33
2009,Punjab, Anandpur Sahib,GEN,1338596,,, 904574 , 16 , 904590 ,,,, 4.83, 7.14
2009,Punjab, Ludhiana,GEN,1309308,,, 846308 , 56 , 846364 ,,,, 2.15, 3.33
2009,Punjab, Fatehgarh Sahib,SC,1207556,,, 838139 , 6 , 838145 ,,,, 6.31, 9.09
2009,Punjab, Faridkot,SC,1288090,,, 930485 , 34 , 930519 ,,,, 4.82, 6.67
2009,Punjab, Ferozpur,SC,1342488,,, 956675 , 215 , 956890 ,,,, 2.64, 3.70
2009,Punjab, Bathinda,GEN,1336790,,, 1048129 , 99 , 1048228 ,,,, 3.56, 4.55
2009,Punjab, Sangrur,GEN,1251401,,, 930883 , 316 , 931199 ,,,, 4.65, 6.25
2009,Punjab, Patiala,GEN,1344864,,, 935971 , 34 , 936005 ,,,, 4.97, 7.14
2009,Rajasthan, Ganganagar,SC,1491983,,, 908701 , 928 , 909629 ,,,, 4.06, 6.67
2009,Rajasthan, Bikaner,SC,1381203,,, 569587 , 217 , 569804 ,,,, 4.13, 10.00
2009,Rajasthan, Churu,GEN,1532266,,, 801669 , 798 , 802467 ,,,, 3.49, 6.67
2009,Rajasthan, Jhunjhunu,GEN,1432581,,, 600483 , 1404 , 601887 ,,,, 3.23, 7.69
2009,Rajasthan, Sikar,GEN,1507740,,, 724193 , 1072 , 725265 ,,,, 3.01, 6.25
2009,Rajasthan, Jaipur Rural,GEN,1444949,,, 685985 , 600 , 686585 ,,,, 2.26, 4.76
2009,Rajasthan, Jaipur,GEN,1684541,,, 812732 , 169 , 812901 ,,,, 1.93, 4.00
2009,Rajasthan, Alwar,GEN,1373384,,, 761717 , 977 , 762694 ,,,, 3.47, 6.25
2009,Rajasthan, BHARATPUR,SC,1437111,,, 560134 , 557 , 560691 ,,,, 2.79, 7.14
2009,Rajasthan, KARAULI DHOLPUR,SC,1303196,,, 487012 , 106 , 487118 ,,,, 2.34, 6.25
2009,Rajasthan, Dausa,ST,1315810,,, 840885 , 470 , 841355 ,,,, 4.57, 7.14
2009,Rajasthan, TONK SAWAI MADHOPU,GEN,1510047,,, 801756 , 355 , 802111 ,,,, 3.12, 5.88
2009,Rajasthan, Ajmer,GEN,1455339,,, 770877 , 283 , 771160 ,,,, 6.62, 12.50
2009,Rajasthan, Nagaur,GEN,1486307,,, 609145 , 734 , 609879 ,,,, 5.13, 12.50
2009,Rajasthan, Pali,GEN,1682713,,, 720805 , 2065 , 722870 ,,,, 3.07, 7.14
2009,Rajasthan, Jodhpur,GEN,1506821,,, 677887 , 3584 , 681471 ,,,, 3.23, 7.14
2009,Rajasthan, Barmer,GEN,1441456,,, 783680 , 1519 , 785199 ,,,, 7.78, 14.29
2009,Rajasthan, Jalore,GEN,1520957,,, 577351 , 255 , 577606 ,,,, 1.73, 4.55
2009,Rajasthan, Udaipur,ST,1564137,,, 757553 , 687 , 758240 ,,,, 6.06, 12.50
2009,Rajasthan, Banswara,ST,1457980,,, 767813 , 940 , 768753 ,,,, 7.53, 14.29
2009,Rajasthan, Chittorgarh,GEN,1601444,,, 793881 , 919 , 794800 ,,,, 3.31, 6.67
2009,Rajasthan, Rajsamand,GEN,1489231,,, 589917 , 1064 , 590981 ,,,, 3.05, 7.69
2009,Rajasthan, Bhilwara,GEN,1492687,,, 753707 , 750 , 754457 ,,,, 5.05, 10.00
2009,Rajasthan, Kota,GEN,1498971,,, 681042 , 764 , 681806 ,,,, 3.25, 7.14
2009,Rajasthan, JHALAWAR BARAN,GEN,1447157,,, 871712 , 152 , 871864 ,,,, 4.30, 7.14
2009,Sikkim, Sikkim,GEN,300584,,, 245845 , 5906 , 251751 ,,,, 11.96, 14.29
2009,Tamil Nadu, Thiruvallur,SC,1204209,,, 849112 , 507 , 849619 ,,,, 5.04, 7.14
2009,Tamil Nadu, Chennai North,GEN,1016663,,, 659820 , 69 , 659889 ,,,, 2.24, 3.45
2009,Tamil Nadu, Chennai South,GEN,1162062,,, 728092 , 21 , 728113 ,,,, 1.46, 2.33
2009,Tamil Nadu, Chennai central,GEN,1000705,,, 610268 , 84 , 610352 ,,,, 1.65, 2.70
2009,Tamil Nadu, Sriperumbudur,GEN,1201237,,, 793597 , 455 , 794052 ,,,, 2.07, 3.13
2009,Tamil Nadu, Kancheepuram,SC,1060188,,, 786450 , 460 , 786910 ,,,, 3.71, 5.00
2009,Tamil Nadu, Arakkonam,GEN,1098607,,, 851402 , 1714 , 853116 ,,,, 3.88, 5.00
2009,Tamil Nadu, Vellore,GEN,1010067,,, 723262 , 267 , 723529 ,,,, 2.98, 4.17
2009,Tamil Nadu, Krishnagiri,GEN,1014758,,, 752565 , 13 , 752578 ,,,, 4.64, 6.25
2009,Tamil Nadu, Dharmapuri,GEN,1069601,,, 777512 , 590 , 778102 ,,,, 3.46, 4.76
2009,Tamil Nadu, Tiruvannamalai,GEN,1052587,,, 838481 , 2064 , 840545 ,,,, 2.66, 3.33
2009,Tamil Nadu, Arani,GEN,1097865,,, 839297 , 1907 , 841204 ,,,, 5.89, 7.69
2009,Tamil Nadu, Viluppuram,SC,1068171,,, 795686 , 728 , 796414 ,,,, 3.92, 5.26
2009,Tamil Nadu, Kallakurichi,GEN,1106352,,, 852073 , 2882 , 854955 ,,,, 2.66, 3.45
2009,Tamil Nadu, Salem,GEN,1171839,,, 894916 , 638 , 895554 ,,,, 3.32, 4.35
2009,Tamil Nadu, Namakkal,GEN,1075526,,, 844223 , 1021 , 845244 ,,,, 3.14, 4.00
2009,Tamil Nadu, Erode,GEN,1010079,,, 765501 , 1499 , 767000 ,,,, 3.04, 4.00
2009,Tamil Nadu, Tiruppur,GEN,993758,,, 740857 , 857 , 741714 ,,,, 3.55, 4.76
2009,Tamil Nadu, Nilgiris,SC,1003168,,, 709158 , 547 , 709705 ,,,, 5.05, 7.14
2009,Tamil Nadu, Coimbatore,GEN,1163781,,, 822566 , 1481 , 824047 ,,,, 2.83, 4.00
2009,Tamil Nadu, Pollachi,GEN,1017811,,, 769303 , 2176 , 771479 ,,,, 3.45, 4.55
2009,Tamil Nadu, Dindigul,GEN,1085696,,, 819860 , 698 , 820558 ,,,, 3.98, 5.26
2009,Tamil Nadu, Karur,GEN,1012924,,, 823421 , 1381 , 824802 ,,,, 2.14, 2.63
2009,Tamil Nadu, Tiruchirappalli,SC,1067193,,, 717165 , 1042 , 718207 ,,,, 2.80, 4.17
2009,Tamil Nadu, Perambalur,SC,1049033,,, 829410 , 2806 , 832216 ,,,, 3.78, 4.76
2009,Tamil Nadu, Cuddalore,GEN,986030,,, 748594 , 800 , 749394 ,,,, 6.91, 9.09
2009,Tamil Nadu, Chidambaram,SC,1126828,,, 868614 , 1095 , 869709 ,,,, 5.94, 7.69
2009,Tamil Nadu, Mayiladuthurai,GEN,1091519,,, 798527 , 1053 , 799580 ,,,, 3.18, 4.35
2009,Tamil Nadu, Nagapattinam,SC,982352,,, 761391 , 1597 , 762988 ,,,, 11.10, 14.29
2009,Tamil Nadu, Thanjavur,SC,1054118,,, 806867 , 909 , 807776 ,,,, 5.89, 7.69
2009,Tamil Nadu, Sivaganga,GEN,1092438,,, 774440 , 813 , 775253 ,,,, 3.55, 5.00
2009,Tamil Nadu, Madurai,GEN,1022421,,, 790901 , 777 , 791678 ,,,, 6.45, 8.33
2009,Tamil Nadu, Theni,GEN,1074931,,, 800362 , 167 , 800529 ,,,, 3.39, 4.55
2009,Tamil Nadu, Virudhunagar,SC,992051,,, 766242 , 1411 , 767653 ,,,, 4.84, 6.25
2009,Tamil Nadu, Ramanathapuram,GEN,1133391,,, 775461 , 2378 , 777839 ,,,, 4.58, 6.67
2009,Tamil Nadu, Thoothukkudi,GEN,949153,,, 655955 , 208 , 656163 ,,,, 4.61, 6.67
2009,Tamil Nadu, Tenkasi,SC,1063614,,, 743895 , 2150 , 746045 ,,,, 7.79, 11.11
2009,Tamil Nadu, Tirunelveli,GEN,1059687,,, 699830 , 958 , 700788 ,,,, 3.15, 4.76
2009,Tamil Nadu, Kanniyakumari,GEN,1178047,,, 765286 , 375 , 765661 ,,,, 2.95, 4.55
2009,Tripura, Tripura West,GEN,1093799,,, 932307 , 5210 , 937517 ,,,, 8.57, 10.00
2009,Tripura, Tripura East,ST,988466,,, 816957 , 4027 , 820984 ,,,, 9.23, 11.11
2009,Uttar Pradesh, Saharanpur,GEN,1298132,,, 821118 , 4 , 821122 ,,,, 4.22, 6.67
2009,Uttar Pradesh, Kairana,GEN,1282551,,, 725285 , 50 , 725335 ,,,, 3.77, 6.67
2009,Uttar Pradesh, Muzaffarnagar,GEN,1370117,,, 744950 , 51 , 745001 ,,,, 2.36, 4.35
2009,Uttar Pradesh, Bijnor,GEN,1287070,,, 707357 , 233 , 707590 ,,,, 2.39, 4.35
2009,Uttar Pradesh, Nagina,SC,1196566,,, 643152 , 316 , 643468 ,,,, 3.84, 7.14
2009,Uttar Pradesh, Moradabad,GEN,1388525,,, 760405 , 539 , 760944 ,,,, 3.04, 5.56
2009,Uttar Pradesh, Rampur,GEN,1154544,,, 606173 , 4 , 606177 ,,,, 3.28, 6.25
2009,Uttar Pradesh, Sambhal,GEN,1290810,,, 681709 , 215 , 681924 ,,,, 4.80, 9.09
2009,Uttar Pradesh, Amroha,GEN,1173915,,, 705791 , 574 , 706365 ,,,, 3.01, 5.00
2009,Uttar Pradesh, Meerut,GEN,1508788,,, 727559 , 152 , 727711 ,,,, 1.66, 3.45
2009,Uttar Pradesh, Baghpat,GEN,1280602,,, 613639 , 109 , 613748 ,,,, 3.00, 6.25
2009,Uttar Pradesh, Ghaziabad,GEN,1831688,,, 829493 , 330 , 829823 ,,,, 2.83, 6.25
2009,Uttar Pradesh, Gautam buddh Nagar,GEN,1522397,,, 738976 , 8 , 738984 ,,,, 1.87, 3.85
2009,Uttar Pradesh, Bulandshahr,SC,1482749,,, 668301 , 146 , 668447 ,,,, 2.82, 6.25
2009,Uttar Pradesh, Aligarh,GEN,1345351,,, 689986 , 2069 , 692055 ,,,, 2.24, 4.35
2009,Uttar Pradesh, Hathras,SC,1437725,,, 648392 , 76 , 648468 ,,,, 4.51, 10.00
2009,Uttar Pradesh, Mathura,GEN,1341649,,, 726195 , 298 , 726493 ,,,, 3.38, 6.25
2009,Uttar Pradesh, Agra,SC,1539683,,, 645354 , 1736 , 647090 ,,,, 2.80, 6.67
2009,Uttar Pradesh, Fatehpur sikri,GEN,1345742,,, 692254 , 1650 , 693904 ,,,, 3.68, 7.14
2009,Uttar Pradesh, Firozabad,GEN,1422243,,, 684887 , 17 , 684904 ,,,, 3.01, 6.25
2009,Uttar Pradesh, Mainpuri,GEN,1399259,,, 692415 , 2617 , 695032 ,,,, 3.31, 6.67
2009,Uttar Pradesh, Etah,GEN,1278295,,, 567398 , 327 , 567725 ,,,, 2.34, 5.26
2009,Uttar Pradesh, Badaun,GEN,1405695,,, 737178 , 130 , 737308 ,,,, 5.25, 10.00
2009,Uttar Pradesh, Aonla,GEN,1310878,,, 704425 , 97 , 704522 ,,,, 4.13, 7.69
2009,Uttar Pradesh, Bareilly,GEN,1401423,,, 705521 , 213 , 705734 ,,,, 6.29, 12.50
2009,Uttar Pradesh, Pilibhit,GEN,1310007,,, 837494 , 83 , 837577 ,,,, 4.00, 6.25
2009,Uttar Pradesh, Shahjahanpur,SC,1627964,,, 792500 , 8 , 792508 ,,,, 3.25, 6.67
2009,Uttar Pradesh, Kheri,GEN,1297088,,, 707937 , 23 , 707960 ,,,, 4.55, 8.33
2009,Uttar Pradesh, Dhaurahra,GEN,1269584,,, 759516 , 16 , 759532 ,,,, 4.99, 8.33
2009,Uttar Pradesh, Sitapur,GEN,1230078,,, 704820 , 91 , 704911 ,,,, 3.58, 6.25
2009,Uttar Pradesh, Hardoi,SC,1416949,,, 574067 , 532 , 574599 ,,,, 3.69, 9.09
2009,Uttar Pradesh, Misrikh,SC,1464770,,, 607249 , 340 , 607589 ,,,, 3.19, 7.69
2009,Uttar Pradesh, Unnao,GEN,1818980,,, 904492 , 50 , 904542 ,,,, 2.37, 4.76
2009,Uttar Pradesh, Mohanlalganj,SC,1500237,,, 694253 , 21 , 694274 ,,,, 6.61, 14.29
2009,Uttar Pradesh, Lucknow,GEN,1653123,,, 583868 , 183 , 584051 ,,,, 0.86, 2.44
2009,Uttar Pradesh, Rae bareli,GEN,1379507,,, 666584 , 64 , 666648 ,,,, 3.02, 6.25
2009,Uttar Pradesh, Amethi,GEN,1431787,,, 646642 , 8 , 646650 ,,,, 2.82, 6.25
2009,Uttar Pradesh, Sultanpur,GEN,1430955,,, 707852 , 3 , 707855 ,,,, 3.09, 6.25
2009,Uttar Pradesh, Pratapgarh,GEN,1435159,,, 640977 , 26 , 641003 ,,,, 1.94, 4.35
2009,Uttar Pradesh, Farrukhabad,GEN,1306214,,, 610887 , 128 , 611015 ,,,, 2.92, 6.25
2009,Uttar Pradesh, Etawah,SC,1416867,,, 637638 , 282 , 637920 ,,,, 3.46, 7.69
2009,Uttar Pradesh, Kannauj,GEN,1504276,,, 741928 , 22 , 741950 ,,,, 3.08, 6.25
2009,Uttar Pradesh, Kanpur,GEN,1390055,,, 512796 , 82 , 512878 ,,,, 2.05, 5.56
2009,Uttar Pradesh, Akbarpur,GEN,1461050,,, 637183 , 71 , 637254 ,,,, 2.57, 5.88
2009,Uttar Pradesh, Jalaun,SC,1684988,,, 797558 , 26 , 797584 ,,,, 2.96, 6.25
2009,Uttar Pradesh, Jhansi,GEN,1562082,,, 861859 , 0 , 861859 ,,,, 3.07, 5.56
2009,Uttar Pradesh, Hamirpur,GEN,1498840,,, 725450 , 27 , 725477 ,,,, 3.03, 6.25
2009,Uttar Pradesh, Banda,GEN,1386265,,, 619209 , 9 , 619218 ,,,, 2.98, 6.67
2009,Uttar Pradesh, Fatehpur,GEN,1536621,,, 694369 , 14 , 694383 ,,,, 2.51, 5.56
2009,Uttar Pradesh, Kaushambi,SC,1391312,,, 550990 , 321 , 551311 ,,,, 3.96, 10.00
2009,Uttar Pradesh, Phulpur,GEN,1426450,,, 551854 , 63 , 551917 ,,,, 1.61, 4.17
2009,Uttar Pradesh, Allahabad,GEN,1267492,,, 550154 , 43 , 550197 ,,,, 1.40, 3.23
2009,Uttar Pradesh, Barabanki,SC,1422218,,, 743416 , 12 , 743428 ,,,, 3.48, 6.67
2009,Uttar Pradesh, Faizabad,GEN,1500160,,, 749070 , 98 , 749168 ,,,, 2.17, 4.35
2009,Uttar Pradesh, Ambedkar Nagar,GEN,1494838,,, 810595 , 215 , 810810 ,,,, 2.47, 4.55
2009,Uttar Pradesh, Bahraich,SC,1246823,,, 512700 , 1 , 512701 ,,,, 3.16, 7.69
2009,Uttar Pradesh, Kaiserganj,GEN,1376267,,, 565612 , 29 , 565641 ,,,, 1.79, 4.35
2009,Uttar Pradesh, Shrawasti,GEN,1405884,,, 605386 , 0 , 605386 ,,,, 3.91, 9.09
2009,Uttar Pradesh, Gonda,GEN,1341455,,, 605225 , 18 , 605243 ,,,, 1.80, 4.00
2009,Uttar Pradesh, Domariyaganj,GEN,1499679,,, 735553 , 326 , 735879 ,,,, 3.07, 6.25
2009,Uttar Pradesh, Basti,GEN,1570657,,, 773560 , 219 , 773779 ,,,, 3.08, 6.25
2009,Uttar Pradesh, Sant kabir Nagar,GEN,1694453,,, 800907 , 14 , 800921 ,,,, 1.97, 4.17
2009,Uttar Pradesh, Maharajganj,GEN,1509167,,, 839199 , 7 , 839206 ,,,, 3.71, 6.67
2009,Uttar Pradesh, Gorakhpur,GEN,1696474,,, 748602 , 15 , 748617 ,,,, 1.70, 3.85
2009,Uttar Pradesh, Kushi Nagar,GEN,1438263,,, 731041 , 0 , 731041 ,,,, 2.82, 5.56
2009,Uttar Pradesh, Deoria,GEN,1580745,,, 715460 , 63 , 715523 ,,,, 3.77, 8.33
2009,Uttar Pradesh, Bansgaon,SC,1663648,,, 649218 , 9 , 649227 ,,,, 2.60, 6.67
2009,Uttar Pradesh, Lalganj,SC,1509536,,, 657916 , 563 , 658479 ,,,, 3.97, 9.09
2009,Uttar Pradesh, Azamgarh,GEN,1578854,,, 704218 , 645 , 704863 ,,,, 2.79, 6.25
2009,Uttar Pradesh, Ghosi,GEN,1693231,,, 765629 , 236 , 765865 ,,,, 2.83, 6.25
2009,Uttar Pradesh, Salempur,GEN,1621136,,, 635306 , 416 , 635722 ,,,, 1.57, 4.00
2009,Uttar Pradesh, Ballia,GEN,1679029,,, 677357 , 372 , 677729 ,,,, 2.52, 6.25
2009,Uttar Pradesh, Jaunpur,GEN,1662127,,, 763829 , 81 , 763910 ,,,, 2.87, 6.25
2009,Uttar Pradesh, Machhlishahr,SC,1751074,,, 717693 , 68 , 717761 ,,,, 2.56, 6.25
2009,Uttar Pradesh, Ghazipur,GEN,1527723,,, 770232 , 202 , 770434 ,,,, 3.36, 6.67
2009,Uttar Pradesh, Chandauli,GEN,1446259,,, 670734 , 157 , 670891 ,,,, 2.58, 5.56
2009,Uttar Pradesh, Varanasi,GEN,1561854,,, 665221 , 269 , 665490 ,,,, 2.84, 6.67
2009,Uttar Pradesh, Bhadohi,GEN,1519449,,, 658638 , 47 , 658685 ,,,, 3.33, 7.69
2009,Uttar Pradesh, Mirzapur,GEN,1405539,,, 732845 , 10 , 732855 ,,,, 1.93, 3.70
2009,Uttar Pradesh, Robertsganj,SC,1214735,,, 595316 , 1 , 595317 ,,,, 4.90, 10.00
2009,West Bengal, Cooch behar,SC,1329086,,, 1119073 , 1970 , 1121043 ,,,, 8.43, 10.00
2009,West Bengal, Alipurduars,ST,1229301,,, 932441 , 1293 , 933734 ,,,, 8.44, 11.11
2009,West Bengal, Jalpaiguri,SC,1252142,,, 1029806 , 1484 , 1031290 ,,,, 8.24, 10.00
2009,West Bengal, Darjeeling,GEN,1215464,,, 964801 , 1570 , 966371 ,,,, 7.95, 10.00
2009,West Bengal, Raiganj,GEN,1108382,,, 896087 , 2312 , 898399 ,,,, 6.75, 8.33
2009,West Bengal, Balurghat,ST,1010224,,, 873769 , 1591 , 875360 ,,,, 10.83, 12.50
2009,West Bengal, Maldaha Uttar,GEN,1101096,,, 920113 , 1389 , 921502 ,,,, 9.30, 11.11
2009,West Bengal, Maldaha Dakshin,GEN,1052093,,, 827562 , 1924 , 829486 ,,,, 8.76, 11.11
2009,West Bengal, Jangipur,GEN,1087054,,, 933540 , 741 , 934281 ,,,, 17.19, 20.00
2009,West Bengal, Baharampur,GEN,1179938,,, 950618 , 1595 , 952213 ,,,, 10.09, 12.50
2009,West Bengal, Murshidabad,GEN,1192899,,, 1050116 , 1267 , 1051383 ,,,, 8.01, 9.09
2009,West Bengal, Krishnanagar,GEN,1223082,,, 1044007 , 1704 , 1045711 ,,,, 9.50, 11.11
2009,West Bengal, Ranaghat,SC,1329436,,, 1145335 , 1893 , 1147228 ,,,, 14.38, 16.67
2009,West Bengal, Bangaon,SC,1246979,,, 1077646 , 589 , 1078235 ,,,, 12.35, 14.29
2009,West Bengal, Barrackpore,GEN,1081237,,, 868934 , 1034 , 869968 ,,,, 8.05, 10.00
2009,West Bengal, Dum dum,GEN,1212220,,, 974458 , 1226 , 975684 ,,,, 13.41, 16.67
2009,West Bengal, Barasat,SC,1226654,,, 1024008 , 1531 , 1025539 ,,,, 10.45, 12.50
2009,West Bengal, Basirhat,GEN,1198579,,, 1037866 , 343 , 1038209 ,,,, 10.83, 12.50
2009,West Bengal, Joynagar,SC,1143640,,, 915758 , 78 , 915836 ,,,, 10.01, 12.50
2009,West Bengal, Mathurapur,SC,1227376,,, 1047440 , 788 , 1048228 ,,,, 12.20, 14.29
2009,West Bengal, Diamond harbour,GEN,1302398,,, 1053619 , 493 , 1054112 ,,,, 8.09, 10.00
2009,West Bengal, Jadavpur,GEN,1331537,,, 1083603 , 1230 , 1084833 ,,,, 8.15, 10.00
2009,West Bengal, Kolkata Dakshin,GEN,1505638,,, 1005841 , 1384 , 1007225 ,,,, 5.15, 7.69
2009,West Bengal, Kolkata Uttar,GEN,1366647,,, 875856 , 1525 , 877381 ,,,, 4.94, 7.69
2009,West Bengal, Howrah,GEN,1344746,,, 993356 , 602 , 993958 ,,,, 4.93, 6.67
2009,West Bengal, Uluberia,SC,1251590,,, 1009702 , 117 , 1009819 ,,,, 8.96, 11.11
2009,West Bengal, Srerampur,GEN,1395570,,, 1080683 , 719 , 1081402 ,,,, 9.69, 12.50
2009,West Bengal, Hooghly,GEN,1405684,,, 1161184 , 1460 , 1162644 ,,,, 9.19, 11.11
2009,West Bengal, Arambagh,SC,1375377,,, 1163058 , 279 , 1163337 ,,,, 16.92, 20.00
2009,West Bengal, Tamluk,GEN,1271230,,, 1147805 , 401 , 1148206 ,,,, 10.04, 11.11
2009,West Bengal, Kanthi,GEN,1249775,,, 1123910 , 537 , 1124447 ,,,, 22.49, 25.00
2009,West Bengal, Ghatal,GEN,1354861,,, 1169328 , 606 , 1169934 ,,,, 12.34, 14.29
2009,West Bengal, Jhargram,ST,1241574,,, 957908 , 466 , 958374 ,,,, 9.65, 12.50
2009,West Bengal, Medinipur,SC,1262983,,, 1041222 , 1274 , 1042496 ,,,, 8.25, 10.00
2009,West Bengal, Purulia,GEN,1257799,,, 903495 , 1023 , 904518 ,,,, 5.14, 7.14
2009,West Bengal, Bankura,GEN,1268563,,, 983087 , 1517 , 984604 ,,,, 7.06, 9.09
2009,West Bengal, Bishnupur,SC,1237948,,, 1053666 , 483 , 1054149 ,,,, 12.16, 14.29
2009,West Bengal, Bardhaman Purba,SC,1289311,,, 1123829 , 544 , 1124373 ,,,, 12.46, 14.29
2009,West Bengal, Burdwan durgapur,GEN,1353380,,, 1133814 , 1214 , 1135028 ,,,, 10.48, 12.50
2009,West Bengal, Asansol,GEN,1250052,,, 893477 , 227 , 893704 ,,,, 10.21, 14.29
2009,West Bengal, Bolpur,SC,1307730,,, 1078417 , 394 , 1078811 ,,,, 11.78, 14.29
2009,West Bengal, Birbhum,GEN,1221893,,, 1016991 , 502 , 1017493 ,,,, 11.90, 14.29
2009,Chattisgarh, SARGUJA,ST,1306822,,, 805201 , 1 , 805202 ,,,, 3.85, 6.25
2009,Chattisgarh, RAIGARH,ST,1432746,,, 935739 , 7 , 935746 ,,,, 6.53, 10.00
2009,Chattisgarh, JANJGIR CHAMPA,SC,1518450,,, 737525 , 53 , 737578 ,,,, 4.05, 8.33
2009,Chattisgarh, KORBA,GEN,1276443,,, 745581 , 31 , 745612 ,,,, 3.25, 5.56
2009,Chattisgarh, BILASPUR,GEN,1472793,,, 769907 , 117 , 770024 ,,,, 1.87, 3.57
2009,Chattisgarh, RAJNANDGAON,GEN,1411051,,, 830578 , 3 , 830581 ,,,, 4.20, 7.14
2009,Chattisgarh, DURG,GEN,1620400,,, 904501 , 1018 , 905519 ,,,, 3.73, 6.67
2009,Chattisgarh, RAIPUR,GEN,1578868,,, 741681 , 180 , 741861 ,,,, 1.47, 3.13
2009,Chattisgarh, MAHASAMUND,GEN,1369154,,, 775980 , 237 , 776217 ,,,, 3.78, 6.67
2009,Chattisgarh, BASTAR,ST,1193116,,, 564629 , 82 , 564711 ,,,, 6.76, 14.29
2009,Chattisgarh, KANKER,ST,1296734,,, 741219 , 573 , 741792 ,,,, 5.20, 9.09
2009,Jharkhand, Rajmahal,ST,1167993,,, 644496 , 4 , 644500 ,,,, 4.60, 8.33
2009,Jharkhand, Dumka,ST,1128361,,, 621263 , 749 , 622012 ,,,, 2.90, 5.26
2009,Jharkhand, Godda,GEN,1412253,,, 797535 , 87 , 797622 ,,,, 2.46, 4.35
2009,Jharkhand, Chatra,GEN,1037665,,, 473944 , 3 , 473947 ,,,, 4.15, 9.09
2009,Jharkhand, Kodarma,GEN,1390428,,, 780519 , 19 , 780538 ,,,, 3.51, 6.25
2009,Jharkhand, Giridih,GEN,1346527,,, 619067 , 123 , 619190 ,,,, 2.70, 5.88
2009,Jharkhand, Dhanbad,GEN,1806475,,, 813356 , 127 , 813483 ,,,, 1.41, 3.13
2009,Jharkhand, Ranchi,ST,1625148,,, 724096 , 10 , 724106 ,,,, 1.71, 3.85
2009,Jharkhand, Jamshedpur,GEN,1380279,,, 705563 , 5 , 705568 ,,,, 1.97, 3.85
2009,Jharkhand, Singhbhum,ST,957406,,, 579926 , 0 , 579926 ,,,, 6.73, 11.11
2009,Jharkhand, Khunti,ST,980868,,, 510325 , 18 , 510343 ,,,, 5.78, 11.11
2009,Jharkhand, Lohardaga,ST,981666,,, 522339 , 39 , 522378 ,,,, 3.55, 6.67
2009,Jharkhand, Palamau,SC,1417375,,, 651250 , 12 , 651262 ,,,, 2.19, 4.76
2009,Jharkhand, Hazaribagh,GEN,1301651,,, 690935 , 8 , 690943 ,,,, 4.08, 7.69
2009,Uttarakhand, Tehri Garhwal,GEN,1159691,,, 581864 , 2211 , 584075 ,,,, 2.80, 5.56
2009,Uttarakhand, Garhwal,GEN,1092282,,, 524367 , 9201 , 533568 ,,,, 3.76, 7.69
2009,Uttarakhand, Almora,SC,1057379,,, 478929 , 1828 , 480757 ,,,, 4.55, 10.00
2009,Uttarakhand, Nainital udhamsingh Nag,SC,1284092,,, 753143 , 539 , 753682 ,,,, 4.19, 7.14
2009,Uttarakhand, Hardwar,GEN,1294280,,, 787429 , 534 , 787963 ,,,, 2.90, 4.76
2009,Andaman & Nicobar Islands, Andaman nicobar islan,GEN,265108,,, 170099 , 4 , 170103 ,,,, 5.83, 9.09
2009,Chandigarh, Chandigarh,GEN,524444,,, 343534 , 23 , 343557 ,,,, 4.68, 7.14
2009,Dadra & Nagar Haveli, Dadar Nagar Haveli,ST,150704,,, 110363 , 0 , 110363 ,,,, 14.65, 20.00
2009,Daman & Diu, Daman diu,GEN,95382,,, 68024 , 0 , 68024 ,,,, 10.19, 14.29
2009,NCT OF Delhi, CHANDNI CHOWK,GEN,1413535,,, 780382 , 63 , 780445 ,,,, 1.35, 2.44
2009,NCT OF Delhi, NORTH EAST DELHI,GEN,1677058,,, 877880 , 24 , 877904 ,,,, 3.27, 6.25
2009,NCT OF Delhi, EAST DELHI,GEN,1604795,,, 857390 , 16 , 857406 ,,,, 3.14, 5.88
2009,NCT OF Delhi, NEW DELHI,GEN,1373146,,, 764859 , 159 , 765018 ,,,, 1.39, 2.50
2009,NCT OF Delhi, NORTH WEST DELHI,SC,1798181,,, 857522 , 21 , 857543 ,,,, 2.98, 6.25
2009,NCT OF Delhi, WEST DELHI,GEN,1687727,,, 883326 , 111 , 883437 ,,,, 3.49, 6.67
